9.51056,7.025,228,-78
10,7,246,-70
9.51056,6.975,228,-78
8.09017,6.95,180,-98
5.87785,6.925,108,-128
3.09017,6.9,22,-158
0,6.875,-70,-184
-3.09017,6.85,-160,-202
-5.87785,6.825,-240,-212
-8.09017,6.8,-304,-214
-9.51056,6.775,-346,-212
-10,6.75,-360,-212
-9.51056,6.725,-346,-212
-8.09017,6.7,-302,-210
-5.87785,6.675,-238,-208
-3.09017,6.65,-158,-198
0,6.625,-68,-178
3.09017,6.6,24,-150
5.87785,6.575,112,-118
8.09017,6.55,184,-86
9.51056,6.525,232,-64
10,6.5,250,-56
9.51056,6.475,232,-64
8.09017,6.45,184,-84
5.87785,6.425,112,-114
3.09017,6.4,26,-144
0,6.375,-64,-170
-3.09017,6.35,-152,-188
-5.87785,6.325,-232,-198
-8.09017,6.3,-296,-200
-9.51056,6.275,-338,-200
-10,6.25,-352,-198
-9.51056,6.225,-336,-198
-8.09017,6.2,-294,-198
-5.87785,6.175,-230,-194
-3.09017,6.15,-150,-184
0,6.125,-62,-164
3.09017,6.1,30,-136
5.87785,6.075,116,-104
8.09017,6.05,188,-74
9.51056,6.025,236,-50
10,6,252,-42
9.51056,5.975,236,-50
8.09017,5.95,188,-70
5.87785,5.925,118,-100
3.09017,5.9,32,-130
0,5.875,-58,-156
-3.09017,5.85,-146,-174
-5.87785,5.825,-224,-184
-8.09017,5.8,-288,-186
-9.51056,5.775,-328,-186
-10,5.75,-342,-184
-9.51056,5.725,-328,-184
-8.09017,5.7,-286,-184
-5.87785,5.675,-222,-180
-3.09017,5.65,-144,-170
0,5.625,-56,-150
3.09017,5.6,36,-122
